INSERT INTO Orders (order_id, order_price, order_date, return_date, duration_rent, customer_id, employee_id, payment_id, return_id, car_id) VALUES
('O00669', 700000, '2025-07-14', '2025-07-17', 3, 'CS05297', 'EP003', 'PM00669', 'RT00669', 'C079'),
('O00670', 1200000, '2025-06-29', '2025-07-03', 4, 'CS03312', 'EP001', 'PM00670', 'RT00670', 'C026'),
('O00671', 2000000, '2025-02-19', '2025-02-24', 5, 'CS00721', 'EP001', 'PM00671', 'RT00671', 'C039'),
('O00672', 1500000, '2024-02-01', '2024-02-04', 3, 'CS02030', 'EP004', 'PM00672', 'RT00672', 'C017'),
('O00673', 700000, '2024-07-31', '2024-08-04', 4, 'CS09809', 'EP009', 'PM00673', 'RT00673', 'C039'),
('O00674', 400000, '2024-01-25', '2024-02-01', 7, 'CS09855', 'EP003', 'PM00674', 'RT00674', 'C041'),
('O00675', 2000000, '2024-06-28', '2024-07-03', 5, 'CS00035', 'EP001', 'PM00675', 'RT00675', 'C072'),
('O00676', 700000, '2025-02-17', '2025-02-24', 7, 'CS00483', 'EP002', 'PM00676', 'RT00676', 'C061'),
('O00677', 2000000, '2024-04-24', '2024-04-25', 1, 'CS00129', 'EP010', 'PM00677', 'RT00677', 'C047'),
('O00678', 900000, '2024-11-26', '2024-11-27', 1, 'CS08408', 'EP003', 'PM00678', 'RT00678', 'C056'),
('O00679', 400000, '2025-01-17', '2025-01-21', 4, 'CS03887', 'EP008', 'PM00679', 'RT00679', 'C062'),
('O00680', 1500000, '2025-04-30', '2025-05-05', 5, 'CS03112', 'EP010', 'PM00680', 'RT00680', 'C008'),
('O00681', 2000000, '2024-04-26', '2024-04-29', 3, 'CS09604', 'EP005', 'PM00681', 'RT00681', 'C070'),
('O00682', 350000, '2024-08-13', '2024-08-16', 3, 'CS08556', 'EP003', 'PM00682', 'RT00682', 'C005'),
('O00683', 350000, '2024-04-13', '2024-04-18', 5, 'CS01802', 'EP002', 'PM00683', 'RT00683', 'C076'),
('O00684', 700000, '2024-07-02', '2024-07-09', 7, 'CS02715', 'EP009', 'PM00684', 'RT00684', 'C092'),
('O00685', 700000, '2024-12-28', '2024-12-30', 2, 'CS05673', 'EP009', 'PM00685', 'RT00685', 'C054'),
('O00686', 1750000, '2025-10-20', '2025-10-27', 7, 'CS08139', 'EP010', 'PM00686', 'RT00686', 'C017'),
('O00687', 1200000, '2024-03-15', '2024-03-16', 1, 'CS08839', 'EP007', 'PM00687', 'RT00687', 'C092'),
('O00688', 350000, '2025-02-05', '2025-02-07', 2, 'CS03355', 'EP001', 'PM00688', 'RT00688', 'C004'),
('O00689', 200000, '2025-01-02', '2025-01-06', 4, 'CS00873', 'EP010', 'PM00689', 'RT00689', 'C076'),
('O00690', 350000, '2025-09-14', '2025-09-15', 1, 'CS07463', 'EP003', 'PM00690', 'RT00690', 'C099'),
('O00691', 1750000, '2024-11-29', '2024-12-05', 6, 'CS02798', 'EP001', 'PM00691', 'RT00691', 'C024'),
('O00692', 1500000, '2025-09-25', '2025-09-28', 3, 'CS09071', 'EP008', 'PM00692', 'RT00692', 'C063'),
('O00693', 2000000, '2024-10-10', '2024-10-14', 4, 'CS04219', 'EP003', 'PM00693', 'RT00693', 'C017'),
('O00694', 500000, '2025-07-30', '2025-08-05', 6, 'CS03786', 'EP007', 'PM00694', 'RT00694', 'C035'),
('O00695', 500000, '2025-08-09', '2025-08-11', 2, 'CS06912', 'EP004', 'PM00695', 'RT00695', 'C039'),
('O00696', 700000, '2025-01-09', '2025-01-15', 6, 'CS03997', 'EP002', 'PM00696', 'RT00696', 'C072'),
('O00697', 200000, '2024-04-20', '2024-04-24', 4, 'CS07719', 'EP007', 'PM00697', 'RT00697', 'C069'),
('O00698', 700000, '2024-08-31', '2024-09-06', 6, 'CS03628', 'EP001', 'PM00698', 'RT00698', 'C097'),
('O00699', 400000, '2025-07-18', '2025-07-19', 1, 'CS07376', 'EP003', 'PM00699', 'RT00699', 'C091'),
('O00700', 1200000, '2024-04-15', '2024-04-22', 7, 'CS03335', 'EP001', 'PM00700', 'RT00700', 'C089'),
('O00701', 500000, '2024-11-04', '2024-11-07', 3, 'CS03559', 'EP003', 'PM00701', 'RT00701', 'C031'),
('O00702', 900000, '2024-01-30', '2024-02-05', 6, 'CS06888', 'EP005', 'PM00702', 'RT00702', 'C030'),
('O00703', 1750000, '2024-05-28', '2024-05-29', 1, 'CS06766', 'EP001', 'PM00703', 'RT00703', 'C014'),
('O00704', 400000, '2024-11-14', '2024-11-20', 6, 'CS09678', 'EP007', 'PM00704', 'RT00704', 'C065'),
('O00705', 400000, '2025-03-11', '2025-03-18', 7, 'CS03360', 'EP003', 'PM00705', 'RT00705', 'C028'),
('O00706', 1200000, '2025-12-20', '2025-12-22', 2, 'CS06123', 'EP001', 'PM00706', 'RT00706', 'C038'),
('O00707', 1200000, '2025-08-06', '2025-08-10', 4, 'CS06409', 'EP009', 'PM00707', 'RT00707', 'C050'),
('O00708', 700000, '2025-09-26', '2025-09-28', 2, 'CS09517', 'EP001', 'PM00708', 'RT00708', 'C097'),
('O00709', 1750000, '2025-04-18', '2025-04-24', 6, 'CS09697', 'EP005', 'PM00709', 'RT00709', 'C073'),
('O00710', 1750000, '2025-09-15', '2025-09-17', 2, 'CS04152', 'EP007', 'PM00710', 'RT00710', 'C062'),
('O00711', 1750000, '2025-12-14', '2025-12-18', 4, 'CS03522', 'EP006', 'PM00711', 'RT00711', 'C014'),
('O00712', 350000, '2025-06-03', '2025-06-07', 4, 'CS01844', 'EP009', 'PM00712', 'RT00712', 'C013'),
('O00713', 350000, '2024-11-09', '2024-11-12', 3, 'CS06964', 'EP010', 'PM00713', 'RT00713', 'C004'),
('O00714', 350000, '2025-12-14', '2025-12-15', 1, 'CS06472', 'EP004', 'PM00714', 'RT00714', 'C091'),
('O00715', 1200000, '2025-07-21', '2025-07-25', 4, 'CS05648', 'EP005', 'PM00715', 'RT00715', 'C001'),
('O00716', 200000, '2024-07-27', '2024-08-02', 6, 'CS05939', 'EP009', 'PM00716', 'RT00716', 'C043'),
('O00717', 900000, '2024-10-17', '2024-10-24', 7, 'CS03756', 'EP006', 'PM00717', 'RT00717', 'C091'),
('O00718', 350000, '2025-04-11', '2025-04-12', 1, 'CS08268', 'EP003', 'PM00718', 'RT00718', 'C081'),
('O00719', 200000, '2024-05-21', '2024-05-26', 5, 'CS09695', 'EP002', 'PM00719', 'RT00719', 'C027'),
('O00720', 350000, '2025-06-03', '2025-06-08', 5, 'CS02367', 'EP010', 'PM00720', 'RT00720', 'C070'),
('O00721', 350000, '2024-02-02', '2024-02-07', 5, 'CS07686', 'EP006', 'PM00721', 'RT00721', 'C010'),
('O00722', 900000, '2024-07-04', '2024-07-06', 2, 'CS06458', 'EP010', 'PM00722', 'RT00722', 'C095'),
('O00723', 500000, '2024-09-22', '2024-09-29', 7, 'CS02229', 'EP006', 'PM00723', 'RT00723', 'C050'),
('O00724', 700000, '2025-03-28', '2025-03-29', 1, 'CS07800', 'EP001', 'PM00724', 'RT00724', 'C058'),
('O00725', 1200000, '2024-02-05', '2024-02-10', 5, 'CS06965', 'EP001', 'PM00725', 'RT00725', 'C077'),
('O00726', 700000, '2024-05-02', '2024-05-06', 4, 'CS02369', 'EP003', 'PM00726', 'RT00726', 'C037'),
('O00727', 900000, '2024-09-29', '2024-10-06', 7, 'CS06999', 'EP005', 'PM00727', 'RT00727', 'C064'),
('O00728', 200000, '2025-05-04', '2025-05-05', 1, 'CS05701', 'EP009', 'PM00728', 'RT00728', 'C077'),
('O00729', 200000, '2024-11-04', '2024-11-08', 4, 'CS04389', 'EP001', 'PM00729', 'RT00729', 'C063'),
('O00730', 1750000, '2025-08-12', '2025-08-19', 7, 'CS08632', 'EP007', 'PM00730', 'RT00730', 'C012'),
('O00731', 2000000, '2025-10-02', '2025-10-07', 5, 'CS03863', 'EP009', 'PM00731', 'RT00731', 'C081'),
('O00732', 400000, '2025-08-08', '2025-08-15', 7, 'CS02354', 'EP007', 'PM00732', 'RT00732', 'C037'),
('O00733', 500000, '2025-11-14', '2025-11-19', 5, 'CS02705', 'EP006', 'PM00733', 'RT00733', 'C034'),
('O00734', 700000, '2025-02-04', '2025-02-10', 6, 'CS08031', 'EP008', 'PM00734', 'RT00734', 'C099'),
('O00735', 1750000, '2024-08-08', '2024-08-09', 1, 'CS00264', 'EP008', 'PM00735', 'RT00735', 'C035'),
('O00736', 400000, '2024-06-15', '2024-06-22', 7, 'CS09467', 'EP007', 'PM00736', 'RT00736', 'C043'),
('O00737', 500000, '2025-04-08', '2025-04-09', 1, 'CS07339', 'EP003', 'PM00737', 'RT00737', 'C060'),
('O00738', 900000, '2024-12-30', '2025-01-05', 6, 'CS07471', 'EP004', 'PM00738', 'RT00738', 'C013'),
('O00739', 500000, '2025-08-17', '2025-08-22', 5, 'CS09156', 'EP002', 'PM00739', 'RT00739', 'C075'),
('O00740', 400000, '2024-01-08', '2024-01-11', 3, 'CS02274', 'EP009', 'PM00740', 'RT00740', 'C031'),
('O00741', 350000, '2024-09-12', '2024-09-16', 4, 'CS04827', 'EP005', 'PM00741', 'RT00741', 'C054'),
('O00742', 200000, '2025-08-01', '2025-08-03', 2, 'CS03265', 'EP009', 'PM00742', 'RT00742', 'C067'),
('O00743', 400000, '2025-07-14', '2025-07-18', 4, 'CS04610', 'EP004', 'PM00743', 'RT00743', 'C038'),
('O00744', 1200000, '2025-06-03', '2025-06-09', 6, 'CS06494', 'EP004', 'PM00744', 'RT00744', 'C046'),
('O00745', 2000000, '2024-05-24', '2024-05-28', 4, 'CS03111', 'EP008', 'PM00745', 'RT00745', 'C099'),
('O00746', 1200000, '2024-06-25', '2024-06-27', 2, 'CS09775', 'EP002', 'PM00746', 'RT00746', 'C006'),
('O00747', 2000000, '2025-02-23', '2025-02-27', 4, 'CS04755', 'EP006', 'PM00747', 'RT00747', 'C074'),
('O00748', 900000, '2025-01-21', '2025-01-22', 1, 'CS05503', 'EP008', 'PM00748', 'RT00748', 'C066'),
('O00749', 1200000, '2024-12-06', '2024-12-09', 3, 'CS08788', 'EP004', 'PM00749', 'RT00749', 'C072'),
('O00750', 1200000, '2025-11-05', '2025-11-12', 7, 'CS00649', 'EP004', 'PM00750', 'RT00750', 'C054'),
('O00751', 900000, '2024-04-28', '2024-04-30', 2, 'CS09524', 'EP006', 'PM00751', 'RT00751', 'C018'),
('O00752', 500000, '2025-12-02', '2025-12-03', 1, 'CS02129', 'EP006', 'PM00752', 'RT00752', 'C085'),
('O00753', 700000, '2025-09-19', '2025-09-23', 4, 'CS02472', 'EP002', 'PM00753', 'RT00753', 'C052'),
('O00754', 200000, '2025-09-16', '2025-09-19', 3, 'CS06169', 'EP008', 'PM00754', 'RT00754', 'C054'),
('O00755', 900000, '2025-05-02', '2025-05-05', 3, 'CS03768', 'EP010', 'PM00755', 'RT00755', 'C035'),
('O00756', 700000, '2024-08-14', '2024-08-16', 2, 'CS07636', 'EP009', 'PM00756', 'RT00756', 'C012'),
('O00757', 400000, '2025-01-04', '2025-01-11', 7, 'CS00417', 'EP001', 'PM00757', 'RT00757', 'C070'),
('O00758', 1200000, '2025-08-18', '2025-08-20', 2, 'CS02240', 'EP001', 'PM00758', 'RT00758', 'C096'),
('O00759', 1750000, '2024-08-25', '2024-08-30', 5, 'CS01202', 'EP004', 'PM00759', 'RT00759', 'C060'),
('O00760', 500000, '2024-04-19', '2024-04-22', 3, 'CS08693', 'EP006', 'PM00760', 'RT00760', 'C075'),
('O00761', 200000, '2024-03-08', '2024-03-12', 4, 'CS04986', 'EP003', 'PM00761', 'RT00761', 'C040'),
('O00762', 350000, '2025-06-26', '2025-07-01', 5, 'CS01521', 'EP002', 'PM00762', 'RT00762', 'C012'),
('O00763', 350000, '2024-12-07', '2024-12-09', 2, 'CS03308', 'EP009', 'PM00763', 'RT00763', 'C086'),
('O00764', 1500000, '2024-05-08', '2024-05-14', 6, 'CS08050', 'EP005', 'PM00764', 'RT00764', 'C093'),
('O00765', 700000, '2024-08-30', '2024-09-04', 5, 'CS04984', 'EP009', 'PM00765', 'RT00765', 'C059'),
('O00766', 350000, '2024-09-30', '2024-10-02', 2, 'CS05523', 'EP004', 'PM00766', 'RT00766', 'C055'),
('O00767', 1750000, '2024-07-04', '2024-07-10', 6, 'CS04726', 'EP007', 'PM00767', 'RT00767', 'C036'),
('O00768', 700000, '2025-09-26', '2025-10-01', 5, 'CS00100', 'EP009', 'PM00768', 'RT00768', 'C019'),
('O00769', 400000, '2024-07-02', '2024-07-05', 3, 'CS00783', 'EP004', 'PM00769', 'RT00769', 'C019'),
('O00770', 1500000, '2024-05-15', '2024-05-18', 3, 'CS00858', 'EP010', 'PM00770', 'RT00770', 'C043'),
('O00771', 900000, '2025-04-11', '2025-04-13', 2, 'CS05588', 'EP005', 'PM00771', 'RT00771', 'C083'),
('O00772', 900000, '2025-12-06', '2025-12-09', 3, 'CS06850', 'EP001', 'PM00772', 'RT00772', 'C005'),
('O00773', 1500000, '2025-10-14', '2025-10-19', 5, 'CS01444', 'EP004', 'PM00773', 'RT00773', 'C029'),
('O00774', 2000000, '2025-02-25', '2025-03-01', 4, 'CS07808', 'EP006', 'PM00774', 'RT00774', 'C074'),
('O00775', 350000, '2024-09-08', '2024-09-11', 3, 'CS04339', 'EP001', 'PM00775', 'RT00775', 'C099'),
('O00776', 400000, '2025-09-03', '2025-09-04', 1, 'CS09191', 'EP009', 'PM00776', 'RT00776', 'C029'),
('O00777', 900000, '2024-03-24', '2024-03-29', 5, 'CS06667', 'EP004', 'PM00777', 'RT00777', 'C066'),
('O00778', 900000, '2025-04-19', '2025-04-22', 3, 'CS09666', 'EP009', 'PM00778', 'RT00778', 'C022'),
('O00779', 350000, '2024-11-14', '2024-11-20', 6, 'CS04629', 'EP008', 'PM00779', 'RT00779', 'C095'),
('O00780', 700000, '2025-09-07', '2025-09-10', 3, 'CS04561', 'EP010', 'PM00780', 'RT00780', 'C067'),
('O00781', 700000, '2024-10-03', '2024-10-05', 2, 'CS03528', 'EP001', 'PM00781', 'RT00781', 'C002'),
('O00782', 1200000, '2025-12-26', '2026-01-02', 7, 'CS04110', 'EP003', 'PM00782', 'RT00782', 'C046'),
('O00783', 700000, '2024-02-17', '2024-02-22', 5, 'CS09052', 'EP001', 'PM00783', 'RT00783', 'C076'),
('O00784', 200000, '2024-04-05', '2024-04-06', 1, 'CS01311', 'EP008', 'PM00784', 'RT00784', 'C068'),
('O00785', 700000, '2025-12-25', '2025-12-28', 3, 'CS00044', 'EP003', 'PM00785', 'RT00785', 'C060'),
('O00786', 350000, '2024-08-05', '2024-08-08', 3, 'CS08250', 'EP006', 'PM00786', 'RT00786', 'C025'),
('O00787', 1750000, '2024-06-21', '2024-06-27', 6, 'CS00717', 'EP009', 'PM00787', 'RT00787', 'C032'),
('O00788', 700000, '2024-08-15', '2024-08-21', 6, 'CS01531', 'EP006', 'PM00788', 'RT00788', 'C035'),
('O00789', 1750000, '2024-08-07', '2024-08-14', 7, 'CS00215', 'EP006', 'PM00789', 'RT00789', 'C070'),
('O00790', 700000, '2024-09-10', '2024-09-16', 6, 'CS01019', 'EP001', 'PM00790', 'RT00790', 'C085'),
('O00791', 700000, '2024-01-17', '2024-01-18', 1, 'CS00828', 'EP006', 'PM00791', 'RT00791', 'C006'),
('O00792', 1200000, '2024-04-10', '2024-04-11', 1, 'CS05002', 'EP009', 'PM00792', 'RT00792', 'C065'),
('O00793', 1500000, '2025-10-02', '2025-10-06', 4, 'CS00577', 'EP006', 'PM00793', 'RT00793', 'C022'),
('O00794', 350000, '2025-11-13', '2025-11-17', 4, 'CS01156', 'EP008', 'PM00794', 'RT00794', 'C001'),
('O00795', 900000, '2025-01-17', '2025-01-21', 4, 'CS00545', 'EP004', 'PM00795', 'RT00795', 'C041'),
('O00796', 1500000, '2025-06-24', '2025-06-30', 6, 'CS03248', 'EP004', 'PM00796', 'RT00796', 'C021'),
('O00797', 200000, '2025-05-25', '2025-05-31', 6, 'CS03137', 'EP007', 'PM00797', 'RT00797', 'C069'),
('O00798', 700000, '2025-08-14', '2025-08-16', 2, 'CS06513', 'EP006', 'PM00798', 'RT00798', 'C090'),
('O00799', 200000, '2024-04-18', '2024-04-22', 4, 'CS09948', 'EP005', 'PM00799', 'RT00799', 'C086'),
('O00800', 1500000, '2024-10-06', '2024-10-09', 3, 'CS04653', 'EP005', 'PM00800', 'RT00800', 'C059'),
('O00801', 1750000, '2024-01-04', '2024-01-11', 7, 'CS01204', 'EP009', 'PM00801', 'RT00801', 'C078'),
('O00802', 400000, '2025-07-30', '2025-08-05', 6, 'CS08677', 'EP006', 'PM00802', 'RT00802', 'C067'),
('O00803', 500000, '2025-03-28', '2025-04-02', 5, 'CS02792', 'EP001', 'PM00803', 'RT00803', 'C061'),
('O00804', 900000, '2024-01-29', '2024-02-02', 4, 'CS09016', 'EP007', 'PM00804', 'RT00804', 'C067'),
('O00805', 1500000, '2025-04-27', '2025-04-30', 3, 'CS00954', 'EP007', 'PM00805', 'RT00805', 'C024'),
('O00806', 1200000, '2024-02-26', '2024-03-02', 5, 'CS04809', 'EP003', 'PM00806', 'RT00806', 'C053'),
('O00807', 700000, '2025-09-22', '2025-09-26', 4, 'CS08941', 'EP010', 'PM00807', 'RT00807', 'C066'),
('O00808', 400000, '2024-10-27', '2024-10-29', 2, 'CS06051', 'EP004', 'PM00808', 'RT00808', 'C029'),
('O00809', 400000, '2024-08-26', '2024-08-29', 3, 'CS09704', 'EP003', 'PM00809', 'RT00809', 'C066'),
('O00810', 200000, '2025-08-14', '2025-08-19', 5, 'CS03293', 'EP010', 'PM00810', 'RT00810', 'C041'),
('O00811', 1750000, '2025-10-17', '2025-10-24', 7, 'CS06889', 'EP006', 'PM00811', 'RT00811', 'C090'),
('O00812', 200000, '2024-09-19', '2024-09-26', 7, 'CS03246', 'EP002', 'PM00812', 'RT00812', 'C061'),
('O00813', 200000, '2024-01-24', '2024-01-30', 6, 'CS06706', 'EP008', 'PM00813', 'RT00813', 'C027'),
('O00814', 1500000, '2025-11-14', '2025-11-21', 7, 'CS09828', 'EP010', 'PM00814', 'RT00814', 'C084'),
('O00815', 1750000, '2024-03-22', '2024-03-28', 6, 'CS04709', 'EP004', 'PM00815', 'RT00815', 'C001'),
('O00816', 500000, '2025-09-24', '2025-09-25', 1, 'CS07022', 'EP004', 'PM00816', 'RT00816', 'C042'),
('O00817', 2000000, '2024-10-20', '2024-10-23', 3, 'CS06225', 'EP004', 'PM00817', 'RT00817', 'C082'),
('O00818', 900000, '2024-11-05', '2024-11-10', 5, 'CS09956', 'EP007', 'PM00818', 'RT00818', 'C075'),
('O00819', 1750000, '2024-06-05', '2024-06-08', 3, 'CS05149', 'EP002', 'PM00819', 'RT00819', 'C022'),
('O00820', 400000, '2024-09-29', '2024-10-05', 6, 'CS02970', 'EP008', 'PM00820', 'RT00820', 'C036'),
('O00821', 400000, '2024-09-06', '2024-09-13', 7, 'CS09469', 'EP007', 'PM00821', 'RT00821', 'C086'),
('O00822', 900000, '2025-07-17', '2025-07-18', 1, 'CS04303', 'EP010', 'PM00822', 'RT00822', 'C079'),
('O00823', 200000, '2025-12-24', '2025-12-26', 2, 'CS01658', 'EP003', 'PM00823', 'RT00823', 'C075'),
('O00824', 700000, '2025-11-01', '2025-11-04', 3, 'CS03436', 'EP010', 'PM00824', 'RT00824', 'C022'),
('O00825', 2000000, '2024-07-09', '2024-07-12', 3, 'CS07152', 'EP010', 'PM00825', 'RT00825', 'C063'),
('O00826', 500000, '2025-08-30', '2025-09-01', 2, 'CS04425', 'EP007', 'PM00826', 'RT00826', 'C032'),
('O00827', 1500000, '2025-01-05', '2025-01-07', 2, 'CS01113', 'EP010', 'PM00827', 'RT00827', 'C042'),
('O00828', 700000, '2025-04-04', '2025-04-08', 4, 'CS01314', 'EP007', 'PM00828', 'RT00828', 'C007'),
('O00829', 900000, '2025-12-14', '2025-12-18', 4, 'CS00273', 'EP001', 'PM00829', 'RT00829', 'C059'),
('O00830', 350000, '2025-05-23', '2025-05-24', 1, 'CS03025', 'EP010', 'PM00830', 'RT00830', 'C078'),
('O00831', 700000, '2025-02-06', '2025-02-13', 7, 'CS02228', 'EP003', 'PM00831', 'RT00831', 'C008'),
('O00832', 200000, '2025-07-12', '2025-07-17', 5, 'CS06744', 'EP002', 'PM00832', 'RT00832', 'C041'),
('O00833', 1200000, '2024-03-27', '2024-04-03', 7, 'CS08302', 'EP009', 'PM00833', 'RT00833', 'C047'),
('O00834', 200000, '2025-07-01', '2025-07-06', 5, 'CS03237', 'EP003', 'PM00834', 'RT00834', 'C084'),
('O00835', 1750000, '2025-11-18', '2025-11-22', 4, 'CS09230', 'EP010', 'PM00835', 'RT00835', 'C020'),
('O00836', 900000, '2024-09-22', '2024-09-28', 6, 'CS06358', 'EP005', 'PM00836', 'RT00836', 'C074'),
('O00837', 200000, '2024-05-22', '2024-05-28', 6, 'CS06352', 'EP004', 'PM00837', 'RT00837', 'C066'),
('O00838', 1500000, '2024-04-26', '2024-04-28', 2, 'CS00410', 'EP009', 'PM00838', 'RT00838', 'C070'),
('O00839', 1500000, '2025-08-27', '2025-09-01', 5, 'CS00039', 'EP007', 'PM00839', 'RT00839', 'C061'),
('O00840', 900000, '2024-09-06', '2024-09-11', 5, 'CS02659', 'EP005', 'PM00840', 'RT00840', 'C032'),
('O00841', 1200000, '2025-05-16', '2025-05-23', 7, 'CS00085', 'EP005', 'PM00841', 'RT00841', 'C005'),
('O00842', 1500000, '2025-06-15', '2025-06-21', 6, 'CS06601', 'EP005', 'PM00842', 'RT00842', 'C083'),
('O00843', 2000000, '2025-02-21', '2025-02-26', 5, 'CS01998', 'EP010', 'PM00843', 'RT00843', 'C029'),
('O00844', 1200000, '2025-04-02', '2025-04-05', 3, 'CS02119', 'EP002', 'PM00844', 'RT00844', 'C041'),
('O00845', 200000, '2025-05-19', '2025-05-20', 1, 'CS00222', 'EP005', 'PM00845', 'RT00845', 'C093'),
('O00846', 500000, '2024-10-14', '2024-10-21', 7, 'CS02879', 'EP007', 'PM00846', 'RT00846', 'C021'),
('O00847', 900000, '2024-03-21', '2024-03-23', 2, 'CS00956', 'EP002', 'PM00847', 'RT00847', 'C081'),
('O00848', 1200000, '2024-11-20', '2024-11-26', 6, 'CS05560', 'EP002', 'PM00848', 'RT00848', 'C079'),
('O00849', 900000, '2024-10-20', '2024-10-22', 2, 'CS01835', 'EP010', 'PM00849', 'RT00849', 'C033'),
('O00850', 200000, '2025-10-02', '2025-10-07', 5, 'CS08447', 'EP005', 'PM00850', 'RT00850', 'C007'),
('O00851', 400000, '2025-07-01', '2025-07-07', 6, 'CS07080', 'EP004', 'PM00851', 'RT00851', 'C043'),
('O00852', 1200000, '2024-06-02', '2024-06-09', 7, 'CS09802', 'EP006', 'PM00852', 'RT00852', 'C070'),
('O00853', 2000000, '2024-04-03', '2024-04-10', 7, 'CS09268', 'EP004', 'PM00853', 'RT00853', 'C088'),
('O00854', 1500000, '2024-10-27', '2024-11-01', 5, 'CS01882', 'EP009', 'PM00854', 'RT00854', 'C017'),
('O00855', 2000000, '2024-02-10', '2024-02-16', 6, 'CS05507', 'EP002', 'PM00855', 'RT00855', 'C054'),
('O00856', 1750000, '2025-05-23', '2025-05-28', 5, 'CS09950', 'EP003', 'PM00856', 'RT00856', 'C055'),
('O00857', 1200000, '2024-10-20', '2024-10-22', 2, 'CS09362', 'EP007', 'PM00857', 'RT00857', 'C002'),
('O00858', 500000, '2025-07-06', '2025-07-08', 2, 'CS04748', 'EP001', 'PM00858', 'RT00858', 'C080'),
('O00859', 900000, '2024-05-19', '2024-05-23', 4, 'CS09389', 'EP001', 'PM00859', 'RT00859', 'C053'),
('O00860', 500000, '2024-09-11', '2024-09-15', 4, 'CS08623', 'EP001', 'PM00860', 'RT00860', 'C035'),
('O00861', 500000, '2025-05-21', '2025-05-27', 6, 'CS09331', 'EP006', 'PM00861', 'RT00861', 'C039'),
('O00862', 200000, '2024-01-28', '2024-02-04', 7, 'CS01562', 'EP005', 'PM00862', 'RT00862', 'C018'),
('O00863', 350000, '2025-01-16', '2025-01-20', 4, 'CS02624', 'EP010', 'PM00863', 'RT00863', 'C074'),
('O00864', 1200000, '2025-09-04', '2025-09-05', 1, 'CS00185', 'EP006', 'PM00864', 'RT00864', 'C037'),
('O00865', 350000, '2025-04-06', '2025-04-11', 5, 'CS01491', 'EP008', 'PM00865', 'RT00865', 'C007'),
('O00866', 500000, '2025-05-22', '2025-05-24', 2, 'CS08795', 'EP006', 'PM00866', 'RT00866', 'C022'),
('O00867', 350000, '2025-11-17', '2025-11-23', 6, 'CS01505', 'EP005', 'PM00867', 'RT00867', 'C070'),
('O00868', 1500000, '2025-02-03', '2025-02-06', 3, 'CS07573', 'EP009', 'PM00868', 'RT00868', 'C052'),
('O00869', 1750000, '2024-11-24', '2024-11-30', 6, 'CS05188', 'EP006', 'PM00869', 'RT00869', 'C069'),
('O00870', 700000, '2024-12-11', '2024-12-15', 4, 'CS01277', 'EP005', 'PM00870', 'RT00870', 'C078'),
('O00871', 400000, '2025-07-26', '2025-08-01', 6, 'CS01721', 'EP003', 'PM00871', 'RT00871', 'C032'),
('O00872', 350000, '2024-10-04', '2024-10-11', 7, 'CS03248', 'EP001', 'PM00872', 'RT00872', 'C097'),
('O00873', 2000000, '2025-11-28', '2025-12-02', 4, 'CS00902', 'EP003', 'PM00873', 'RT00873', 'C002'),
('O00874', 350000, '2025-05-08', '2025-05-12', 4, 'CS08898', 'EP008', 'PM00874', 'RT00874', 'C047'),
('O00875', 200000, '2025-05-01', '2025-05-04', 3, 'CS06399', 'EP006', 'PM00875', 'RT00875', 'C049'),
('O00876', 1500000, '2024-02-27', '2024-03-03', 5, 'CS09584', 'EP001', 'PM00876', 'RT00876', 'C083'),
('O00877', 1500000, '2024-12-13', '2024-12-15', 2, 'CS08064', 'EP002', 'PM00877', 'RT00877', 'C005'),
('O00878', 1750000, '2024-01-31', '2024-02-07', 7, 'CS08750', 'EP007', 'PM00878', 'RT00878', 'C089'),
('O00879', 350000, '2025-02-27', '2025-03-04', 5, 'CS04138', 'EP004', 'PM00879', 'RT00879', 'C041'),
('O00880', 1200000, '2024-03-05', '2024-03-09', 4, 'CS00771', 'EP002', 'PM00880', 'RT00880', 'C074'),
('O00881', 1200000, '2025-04-13', '2025-04-14', 1, 'CS03310', 'EP009', 'PM00881', 'RT00881', 'C021'),
('O00882', 2000000, '2024-03-17', '2024-03-20', 3, 'CS00254', 'EP003', 'PM00882', 'RT00882', 'C034'),
('O00883', 700000, '2025-08-10', '2025-08-12', 2, 'CS03684', 'EP007', 'PM00883', 'RT00883', 'C089'),
('O00884', 2000000, '2025-10-23', '2025-10-29', 6, 'CS01700', 'EP001', 'PM00884', 'RT00884', 'C053'),
('O00885', 700000, '2025-03-05', '2025-03-06', 1, 'CS02462', 'EP006', 'PM00885', 'RT00885', 'C036'),
('O00886', 400000, '2024-12-12', '2024-12-18', 6, 'CS07684', 'EP004', 'PM00886', 'RT00886', 'C094'),
('O00887', 700000, '2025-05-14', '2025-05-20', 6, 'CS05312', 'EP002', 'PM00887', 'RT00887', 'C038'),
('O00888', 400000, '2025-11-15', '2025-11-18', 3, 'CS03503', 'EP001', 'PM00888', 'RT00888', 'C042'),
('O00889', 200000, '2024-07-18', '2024-07-22', 4, 'CS06774', 'EP006', 'PM00889', 'RT00889', 'C051'),
('O00890', 400000, '2024-06-27', '2024-06-30', 3, 'CS08790', 'EP001', 'PM00890', 'RT00890', 'C022'),
('O00891', 1500000, '2024-01-24', '2024-01-26', 2, 'CS04403', 'EP002', 'PM00891', 'RT00891', 'C008'),
